0.579675157,0.533487557,0.476742852,0.491167661,0.474331771,0.500681807,0.488197941,0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,1249
0.533487557,0.476742852,0.491167661,0.474331771,0.500681807,0.488197941,0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,1248
0.476742852,0.491167661,0.474331771,0.500681807,0.488197941,0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,1247
0.491167661,0.474331771,0.500681807,0.488197941,0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,0.545850746,1246
0.474331771,0.500681807,0.488197941,0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,0.545850746,0.540621483,1245
0.500681807,0.488197941,0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,0.545850746,0.540621483,0.563384157,1244
0.488197941,0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,0.545850746,0.540621483,0.563384157,0.538057262,1243
0.478957567,0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,0.545850746,0.540621483,0.563384157,0.538057262,0.541352942,1242
0.488649465,0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,0.545850746,0.540621483,0.563384157,0.538057262,0.541352942,0.58312504,1241
0.503179426,0.507566877,0.502884305,0.507979904,0.538639035,0.512029921,0.529869371,0.468089131,0.52663746,0.486102523,0.4863732,0.531840649,0.519756896,0.568317989,0.515464095,0.597371493,0.522466498,0.527668357,0.537018389,0.505144249,0.481558743,0.518308922,0.58013405,0.562780211,0.498522161,0.565433472,0.542970643,0.494086398,0.584433872,0.524877021,0.490510788,0.518886851,0.50680138,0.554668055,0.595626776,0.597577426,0.514751941,0.553173749,0.579519809,0.483784155,0.59171452,0.541499814,0.578605105,0.52621363,0.514711503,0.524423592,0.51076833,0.560776456,0.574812305,0.490160272,0.556797788,0.511870124,0.497694985,0.512924461,0.540770043,0.526033223,0.5488957,0.545850746,0.540621483,0.563384157,0.538057262,0.541352942,0.58312504,0.599594192,1240
